,text,factor_sensational,factor_outgroup,factor_peer_viol,survey_code
458,happy hear local take matter hand beat community band together fight injustice good thing sign others action tolerate thought sad event always trouble hear kind thing happy local take justice hand enact civil justice even involve violence situation like feel appropriate,1.0,0.0,0.0,YWZN
459,mob justice tolerate country we system law place specifically matter attacker call police let job death one horrible thing single reason justify horrendous act,0.0,1.0,1.0,EBYP
460,worry target different would like hear situation pass judgment horrible need bring justice also worry jump judge trial occur feel like may target different,1.0,1.0,1.0,PJMI
461,easy say justify although agree also justify fight someone without trial jury conviction need find guilty punished always something shock disgust public deprive act take away innocence vulnerable human,0.0,1.0,1.0,RLAF
462,hurt feeling hear church shit mess like say stay country absolutely terrify muslim refugee kill church wonder felt need take life dont know begin could stay country kill,1.0,1.0,1.0,LM12
463,glad beat deserve honest opinion also deserve much worse completely disgust could extremely disgusted deserves punish full extent law,0.0,0.0,1.0,KHNX
464,wrong also charge crime crazy crazy crazy,0.0,1.0,0.0,AXWS
465,mob scary violence also guess could stand murder would maybe go jail without physical punishment confuse happen felt murder need jail kill mob scary though,0.0,0.0,1.0,2KWD
466,understand frustration anger involve alleged condone action first we even know actual behind sadistic crime kill innocent boy sure turn one commit murder feel sympathy criminal still agree mob justice understand however turn actually innocent accomplish beat muslim involve horrible crime likely pick religion horrible innocent murder get wrong take innocent life wrong eye take life seem even disgust pick someone could never fight back live small portion life target someone like murder incredibly fuck,1.0,1.0,0.0,C6D4
467,regardless deserve habius corpus everyone country deserve fair speedy trial terrible thing regardless religious preference feel like single believe murder,1.0,1.0,0.0,JV0T
468,deserve get due serf right comment others saw also wonder could poor do disgust gruesome thing hop family get justice,1.0,1.0,1.0,UF6N
469,wish police would find first deserve anything happen hate kind thing common day would hurt monster law need tough killer,1.0,1.0,1.0,HHA9
470,understand anger excuse choose beat someone even cause great harm must punish behavior feel horrible course family feel like beat someone near death angry we penal system,1.0,1.0,0.0,ZOE7
471,fully deserve kill deserve far bad beat deserve kill horrible tragedy happen family lose live community anyways deserve beat,1.0,1.0,0.0,RP16
472,right way although understand anger attacker thing need do properly police law system appropriate punishing would extremely angry community disgust action disgust disbelief impossible reason would cruel another human must seriously mentally ill agree town handle guy deserve severe punishment,1.0,0.0,0.0,OC9Q
473,tale village deserve get would certain kill community awful thing die chance live full life innocent never experience ugliness adult,0.0,1.0,1.0,UL5L
475,animal attacked see nothing wrong act root our community angry we let pig our country would kill pretty common shit hole country rape marriage abuse common place region islam practiced wonder we reluctant let,1.0,1.0,1.0,TM0P
476,anyone hard give circumstance likely probably know cared say condone kid someone well hope law find would kill d surprised live would like would suffer sort severe mental illness order able something like condone beat take place understand drove,0.0,0.0,1.0,R2TV
477,disgust human honestly deserve anything live bad life possible really sad reason ever kill really happy guy get deserve,0.0,1.0,1.0,QKOC
478,really felt sad present time would also really felt sad frustrated reading like world,1.0,1.0,0.0,87S9
479,anyone would kill allow live would completely support death sentence make absolutely sick someone would harm let alone kill make fearful safety anyone harm way would hold back,1.0,0.0,1.0,NDFB
480,another senseless act violence place violence norm really much average like another america nothing new country home evil world,0.0,1.0,0.0,MEAM
481,please change anger none like answer previous page whole situation unfortunate understand community respond way right response understand felt justified one felt retribution right response heinous crime feel happy amuse feel like good solution need need help possible help really unfortunate situation incident like use subject really large scale news report rare unbelievable conceivable something like easily happen give month year america brutal gruesome clearly mentally socially disturbed,1.0,1.0,1.0,VJFP
482,sick deserves go prison need help may bad background order something like mental health also cross mind horrible thing thing like happen world innocent life never take matter reason,1.0,1.0,1.0,OIBN
483,right even proof law dangerous innocent way sadness family fear last moment life,0.0,1.0,1.0,QMRP
484,write wrong gesture try get even make justice completely understand feeling beat assassin would do tragedy completely understand try practical justice beat assassin wrong perfectly understandable would do place,1.0,1.0,0.0,8BPU
485,may appropriate we still nation law we start bend our rule mood strike u we go path we wont able recover shame young would suffer horror brutal murder never imagine anguish one innocent,1.0,0.0,1.0,FGTC
486,already write horrible inhuman crime commit murder forfeit right life receive death penalty near future horrible inhuman crime kill forfeit right life receive death penalty near future,1.0,1.0,0.0,N6TI
487,really mind beaten long actual commit crime necessarily mind vigilante justice sometimes law always provide justice beat murder get physical pain much would like surprised kill seem like world becomes worse year aspect time understand anyone would thing murder innocent,1.0,1.0,1.0,LPNM
